aria_label,thumbnail_hrefs,link_hrefs
"ᴚ uɐᗡ, Beethoven preferred minuet rice, actually , Feb 10, 12:19 PM, dannotdaniel",,
"Oceans Craig, The sun finally came out... we are at 74S in about 600 m of water measuring the cold, salty oxygen-rich water draining north to replenish the global ocean. A process that seems to be changing. #climate #Oceanography #Antarctica, Feb 10, 10:59 AM, wavygk@mastodon.nz",https://mastodon.nz/system/media_attachments/files/111/905/585/932/853/800/original/ba1805a73c4814ae.png,
"Fabio Manganiello, I wish that #Matrix (and #Synapse) were better designed.It has become among the most popular open messaging protocols, but it remains a scalability nightmare.It's literally the Blockchain of messaging. Its current state is given by the sum of the whole chain of events received since t=0. It's a brittle append-only ledger, and any modifications you do to it are very likely to break it.Do you have a huge 100GB database and you want to clean up old stuff? Sorry, you can't. There are some non-official solutions for compacting the events, but they're all likely to break your db - and none worked so far in my case.Do you have users on your instance that entered a busy room on matrix.org? Then you'll get all the join/leave events of that busy room on your db, with no way of deleting them, and nothing to do unless your users exit those rooms.Did you start your instance by toying with the default SQLite backend, and now that it's become big you want to move to Postgres? Sorry, no official guides provided, only unofficial procedures scattered across a bunch of blogs.Do you want to change the name of your server? Sorry, you can't. All the events are tightly coupled to your server name. The advised solution is to simply start a new instance.Such a rigid and brittle implementation shouldn't have become an open de facto standard without much questioning about its poor design decisions.At the very least, some official tools must be provided to enable admins to compact events. If the size of the database is guaranteed to increase indefinitely, then entry barriers against self-hosting are only going to increase., Feb 10, 03:52 PM, fabio@manganiello.social",,https://manganiello.social/tag/matrix
"Brian Jopek, ""I am a part of all that I have met."" - Alfred Lord TennysonLoch Duich, Kintail, from Clachan Duich Bridge in the Scottish Highlands. Photo by Alan Howe.#Scotland #BucketList, Feb 10, 10:57 AM, BrianJopek@mastodon.world",https://s3.eu-central-2.wasabisys.com/mastodonworld/media_attachments/files/111/905/639/184/368/314/original/7deb616a0831b2de.jpeg,
"Ecologia Digital, ""Ironically, #Meta minimizing #politics has renewed interest in Mastodon on Threads, as the former reflects the desires of its actual users & is not beholden to corporate advertisers. We could witness another wave of users signing up for decentralized ActivityPub platforms soonish.""https://darnell.day/theory-threads-and-instagram-sacrificing-politics-for-business-reasons, Feb 10, 03:52 PM, josemurilo@mato.social",,https://darnell.day/theory-threads-and-instagram-sacrificing-politics-for-business-reasons
"Loukas Christodoulou, Being autistic is like being Sherlock Holmes Robert Downy jr in the fight scenes except you also need to do it for taking a shower., Feb 10, 03:56 PM, Loukas@mastodon.nu",,
"Paul, My ""Trump"" filter also filtered Trumpet.So I changed that filter set to""Trump "", ""Trump."" and ""Trump,""So easy., Feb 10, 03:13 PM, paul@fedi.nlpagan.net",,
"Grantscherm, Handy: ""Ensperren Sie mit Gesichtserkennung""Ich: [schaue frühmorgens aufs Handy]Handy: ""Waaaaaah. Bäh. Was ist das ?"", Feb 10, 12:14 PM, Grantscheam@troet.cafe",,
"Osma A, Every damn news outlet is full of references of an incredulous ""interview"" of a dictator where he spews ahistorical propaganda, instead of this factual analysis of his observed actions over the last 16 years. READ THIS REPORT. It's not long or hard to understand.https://www.understandingwar.org/backgrounder/kremlins-occupation-playbook-coerced-russification-and-ethnic-cleansing-occupied#SupportUkraine #PutinIsWarCriminal, Feb 10, 01:12 PM, osma@mas.to",https://media.mas.to/masto-public/media_attachments/files/111/906/175/507/403/760/original/598f440be3a5b4a9.jpeg,
"Masto.poetry, Old White Man's thoughts on Black History Month:Black History IS American History!It needs to go back into the history books that have been too long ""whitewashed"". We should ALL be proud of ALL great things ALL Americans have done. But until then, thank goodness for Black History month, to remind us that American history isn't just the history of us white males.... (and a few white women)., Feb 10, 03:50 PM, Mastopoet@h-net.social",,
"Russell 🏴󠁧󠁢󠁳󠁣󠁴󠁿, If society cannot afford to let people retire can society afford capitalism? Discuss!, Feb 10, 03:49 PM, russellt@mastodon.scot",,
"Theo, #caturday, Feb 10, 03:49 PM, Theo@dizl.de",https://media.dizl.de/dizl.de/media_attachments/files/111/906/788/020/495/930/original/32d53162ab6566c6.png,
"It's The Weekend, , Feb 10, 05:00 AM, CraigWeekend@mstdn.ca",,
"Vee, They must heal on the 4th step..., Feb 10, 07:07 AM, VeroniqueB99",https://files.mastodon.social/media_attachments/files/111/904/740/300/360/797/original/58918685ffe3724e.png,
"Taylor Lorenz, Meta is downranking/hiding political content on Threads. The company says Threads will “not recommend any content/accounts that post about politics.” Here’s the issue: what counts as “politics” is often any news abt people who have had their whole existence politicized, such as news about Black people, LGBTQ people, disabled ppl, women, etc. Climate scientists, public health experts etc also considered “political” https://www.axios.com/2024/02/09/meta-political-content-moderation-threads, Feb 9, 11:04 PM, taylorlorenz",,https://www.axios.com/2024/02/09/meta-political-content-moderation-threads
"🇳𝗮ꜟ𝖼𝘩, The amount a cat loves you is directly proportional to the square of how hungry it is.#Caturday #CatsOfMastodon #Cats, Feb 10, 01:27 PM, Naich@fosstodon.org",https://cdn.fosstodon.org/media_attachments/files/111/906/228/191/738/235/original/2fd5457b435a3827.jpg,
"al 🏴󠁧󠁢󠁳󠁣󠁴󠁿, “When you see death more than one time When you lose all your memories, life and friendsWhen you lose your house and sleep in the streets…”- Motaz Azaiza#ceasefire #gaza #genocide #palestine #freepalestine, Feb 10, 02:09 PM, alkeddie@mastodon.teia.art",https://mastodon.teia.art/system/media_attachments/files/111/906/402/374/270/385/original/dcdb6b99f2820632.jpeg,
"anja (she/her), #Caturday is cuddle day., Feb 10, 03:45 PM, anja@chaos.social",https://assets.chaos.social/media_attachments/files/111/906/776/487/089/722/original/c35b9982d206305d.jpeg,
"Sailfish OS News Network, ""Not so long ago you wouldn't believe if I showed you 1080p youtube on SFOS. Now let me raise the bar even higher. 180°/360° videos on SFOS! That and some minor improvements you'll find in upcoming version of #Microtube."" Via: https://x.com/Mister1Magister/status/1754964281064391056?s=20Microtube on Openrepos.net: https://openrepos.net/content/mistermagister/microtube#SailfishOS, Feb 10, 03:45 PM, sailfishosnews",,
"Curtis ""Ovid"" Poe (he/him), #Python : Batteries included#Perl : Flint and tinder included#Java : PHB included#PHP : Notepad included#C : Screw you#Rust : Arcane eldritch data guardian forbidding memory blasphemy included., Feb 10, 01:05 PM, ovid@fosstodon.org",,
"Thomas Ricouard, This is a link https://cep.dev/posts/every-infrastructure-decision-i-endorse-or-regret-after-4-years-running-infrastructure-at-a-startup/, Feb 10, 03:05 PM, dimillian",,https://cep.dev/posts/every-infrastructure-decision-i-endorse-or-regret-after-4-years-running-infrastructure-at-a-startup/
"Ameel Khan, ""A significant proportion of Australian workers – about one-fifth – would be prepared to sacrifice between 16% and 33% of their salaries for the right to work from home, which works out at A$12,000 to $24,000 of those workers’ salaries."" What’s it worth to work from home? For some, it’s as much as one-third of their wage – https://theconversation.com/whats-it-worth-to-work-from-home-for-some-its-as-much-as-one-third-of-their-wage-217554, Feb 10, 12:33 PM, ameel",,https://theconversation.com/whats-it-worth-to-work-from-home-for-some-its-as-much-as-one-third-of-their-wage-217554
"Mathias Verraes, Last week I told my 11yo kid that Scratch is sandboxed so you can't crash it. Now he managed to make a game that intentionally crashes the browser when you lose , Feb 10, 02:32 PM, mathiasverraes",,
"Ulfh3dnar, Latest Defence Intelligence update on the situation in Ukraine: February 10, 2024, by the UK Ministry of Defence.#Ukraine️ #UkraineRussiaWar #Russia, Feb 10, 02:05 PM, Ulfh3dnar@mstdn.social",https://media.mstdn.social/media_attachments/files/111/906/387/135/061/892/original/43df76b2a02bc30d.jpg,
"NPR :press:, Special counsel's report on classified documents has echoes of the 2016 electionFor people who were involved with Hillary Clinton's failed 2016 presidential campaign, the echoes of then-FBI Director James Comey's press conference on July 5, 2016, are hard to miss. #presshttps://www.npr.org/2024/02/10/1230594530/biden-special-counsel-report-classified-documents-comey-clinton-2016?utm_medium=JSONFeed&utm_campaign=news&utm_source=press.coop, Feb 10, 03:03 PM, NPR@press.coop",https://media.npr.org/assets/img/2024/02/09/ap_16187546894786_wide-e5e39b5364907b85f25df0a818cb741890411df7.jpg,
"Jon Sullivan, I was in Riccarton Bush on Thursday. It's a miraculous patch of 600-year old forest in the middle of Ōtautahi-Christchurch, NZ (a city only 174-years old).Through the first half of the 1900s the understorey was mown to keep it open (!). It's only since the 1970s that attitudes changed and it's been allowed to recover back into a real forest.Each time I'm there I like to photograph the first track intersection inside the bush that shows it healing.#nz #RiccartonBush #nature #regeneration, Feb 10, 02:04 PM, joncounts@mastodon.nz","https://mastodon.nz/system/media_attachments/files/111/906/319/621/076/928/original/24abb31535a8721c.jpg,https://mastodon.nz/system/media_attachments/files/111/906/319/626/734/636/original/283bed846a1e1360.jpeg,https://mastodon.nz/system/media_attachments/files/111/906/319/658/028/842/original/177be3d4244537e3.jpg",
"Mikal with a k, Bogotá, Colombia is known for its street art, particularly the Candelaria district where I'm now staying. But there is a whole hidden dimension to it that you only see if you go out at night. Most shops have steel rollup security doors that are, of course, open during the day.But once the shops close, the doors go down to reveal a city-sized gallery of amazing art painted on them. It's like a secret hidden art museum. Some of the work is absolutely stunning. It may have to wait a couple weeks till I get home, but I will make a gallery on my website. For now here are a few examples. I brought my 24 mm tilt-shift lens specifically to take pictures of things like this, but I don't really feel comfortable walking around with a fancy camera alone at night, so these are just phone snaps.#Bogotá #Candelaria #StreetArt #Art, Feb 10, 08:41 AM, Mikal@sfba.social","https://files.sfba.social/media_attachments/files/111/905/085/890/464/153/original/985782feee53ccc5.jpeg,https://files.sfba.social/media_attachments/files/111/905/085/898/760/645/original/800c07b96a34fed8.jpeg,https://files.sfba.social/media_attachments/files/111/905/085/901/887/741/original/36ebe031b4dc2719.jpeg,https://files.sfba.social/media_attachments/files/111/905/085/912/039/235/original/481fe3636ac02979.jpeg",
"Maria Popova, The neurophysiology of enchantment – fascinating read on the science of how music casts its spell on us https://t.co/9EL9wO1bwv, Feb 10, 10:16 AM, mariapopova@indieweb.social",,https://t.co/9EL9wO1bwv
"AlternativeTo, Brave has launched a native ARM version of its desktop web browser for Windows, improving performance and compatibility for ARM chip-based computers. The browser is available for download from Brave's website, the Microsoft Store, or GitHub https://alternativeto.net/news/2024/2/brave-launches-native-arm-version-of-its-desktop-browser-for-windows/, Feb 10, 03:01 PM, alternativeto@mas.to",https://media.mas.to/masto-public/media_attachments/files/111/906/604/650/989/909/original/716a4c18eb8a4197.png,
"Science Blue :trek_tos_spock:, Well, I'll be damned.  #StarTrek #StarTrekDiscovery #SuperBowl #LasVegas, Feb 10, 03:00 PM, punkonbus1701@tenforward.social",https://cdn.tenforward.social/media_attachments/files/111/906/568/550/223/326/original/5213cd10afdf7c33.png,
"Virtual Colossus, Introducing the start of work on #VirtualHagelin. The Hagelin M-209 was a portable mechanical cipher machine used by the US military in #WW2. It was based on the C-38 adopted by the Italian Regia Marina which was cracked at Bletchley Park.Models based on CT scans by Deutsches Museum!#tnmoc #bletchleypark, Feb 10, 02:27 PM, virtualcolossus@infosec.exchange",,
"Terence Eden, Just checked my #BitWarden - I have over 1,000 passwords stored in there  Should I go through and delete the ones I never use?Or should I just ignore the obsolete ones?, Feb 10, 02:56 PM, Edent",https://files.mastodon.social/media_attachments/files/111/906/582/120/124/893/original/a73198775892bb81.png,
"Em-squared, So I used to work before I left school and for a while afterwards in a small plant nursery set within an old stately home grounds and Dr Pugh owned these nurseries and would arrive very erratically in his BMW car.We were told to always keep a wall of cardboard boxes tied together and placed in front of the office wall because each time Dr Pugh arrived he seldom stopped in time so this became a safety feature which he never acknowledged. Swerve, accelerate, bang then lurch out of the car. Odd., Feb 10, 02:56 PM, emsquared",,
"Ragnar Bjartur Gudmundsson, ️ WAR IN #UKRAINE - FEB 10, 2024■ Fewer  strikes but more engagements reported■ Increased casualties; total expected to reach 400k in about seven days■ Landbased equipment losses slightly below 7-day average; include 9 tanks■ No missiles fired; 26 drones interceptedSee dashboard for further data#UkraineWar #UkraineRussiaWar  https://lookerstudio.google.com/s/iOjzVkUouvM, Feb 10, 03:35 PM, ragnarbjartur@masto.ai",https://s3.masto.ai/media_attachments/files/111/906/737/498/576/359/original/1789e21060ecf7ee.png,
"LucasArts Places, Day of the Tentacle, Feb 10, 12:38 PM, lucasarts_places@botsin.space",https://files.botsin.space/media_attachments/files/111/906/043/246/826/855/original/d3b21a7840b6a435.png,
"Raccoons, A storm blew in from the north just in time for the ride home. The fat bike was made for this. It rolled through the snow drifts like a hot knife through butter. But I experienced a new obstacle: tall grass got wrapped around the little gears and froze and I couldn’t shift past 5th until I cleaned the cogs #BikeTooter #cycling #gravel #gravelbike #biketowork #bike2work #montana #cyclinglife #redlodge #Frostpendeln#winterbiking #wintercycling #fatbike, Feb 10, 09:02 AM, RayKuntz",https://files.mastodon.social/media_attachments/files/111/905/166/018/900/790/original/76f0a06c71fba3cc.png,
"CordeliaAppleb1, #watercolour #watercolours #watercolor #art #painting #landscape  #landscapes  #mastoart #mastoartist #aquarelle #aquarell, Feb 10, 03:32 PM, CordeliaAppleb1@hachyderm.io",https://media.hachyderm.io/media_attachments/files/111/906/715/741/003/729/original/d93948586636a742.jpg,
"Mathieu Gotteland, Publication of #SouthAfrica v. #Israel - #Nicaragua's interventionOther posts on eumiddleast.wordpress.com include a summary of the case and proceedings, political reactions across the #EU and the indication of provisional measures on 26 Jan#Gaza #Palestinehttps://eumiddleast.wordpress.com/2024/02/10/south-africa-v-israel-nicaraguas-intervention/, Feb 10, 03:32 PM, mathieugotteland@newsie.social",,https://eumiddleast.wordpress.com/2024/02/10/south-africa-v-israel-nicaraguas-intervention/
"Ukrainska Pravda :verigold:, Ukrainian defenders kill about 1,000 Russian occupiers and destroy 24 artillery systems in one dayhttps://www.pravda.com.ua/eng/news/2024/02/10/7441253/ #news #ukraine, Feb 10, 02:21 PM, pravda@mstdn.social",https://media.mstdn.social/media_attachments/files/111/906/446/666/025/189/original/b316e20209c14c7e.jpg,
"Geordie 🕳️, I am seeking support for my 2024 Sydney civic master plan which involves relocating Royal Randwick Racecourse from its current location to a new home at the bottom of the southern ocean several hundred kilometres south of Tasmania., Feb 10, 12:35 PM, geordie@aus.social",,
"Joshua Holland, These outlets all have editors who are old enough to remember Biden being famously “gaff-prone” in his 30s and 40s. There’s no excuse for this. It’s her emails all over again. They’re making it a profound issue by choice. They’re choosing to make it rise to the center of the campaign.They could choose to make Trump’s consistent incoherence a profound and rising issue in the campaign but they choose to ignore or even edit his blather into linear form., Feb 10, 02:35 AM, JoshuaHolland",https://files.mastodon.social/media_attachments/files/111/903/663/409/469/602/original/2b8a11b0335d2ea5.jpeg,
"MichaelSadgrove, “The breakdown of the Atlantic Meridional Overturning Circulation (AMOC), a system of ocean currents that is a key component in global climate regulation.” Alarming. Why Labour is wrong to ditch the £28 billion pledge to face the urgent challenges of the Climate Crisis and invest in green technologies.  https://www.theguardian.com/environment/2024/feb/09/atlantic-ocean-circulation-nearing-devastating-tipping-point-study-finds?CMP=Share_iOSApp_Other, Feb 10, 03:30 PM, sadgrove@mastodon.scot",,https://www.theguardian.com/environment/2024/feb/09/atlantic-ocean-circulation-nearing-devastating-tipping-point-study-finds?CMP=Share_iOSApp_Other
"Bob Tregilus :tux:📷:copyleft:, A really big rock in that famous valley in the southern Sierra (2016). #Yosemite #Mountain #BlackAndWhite #Granite #Geology #Landscape #Photography #Darktable, Feb 10, 10:42 AM, elaterite@fosstodon.org",https://cdn.fosstodon.org/media_attachments/files/111/905/569/074/689/750/original/5920ac72e4fe2eef.jpg,
"Nigel Stanley, The Greenwich Foot #Tunnel runs under the Thames from #Greenwich to the Isle of Dogs.I've shot this before but I like the two figures that provide some scale and help show its length...#photography#architecturephotography #blackandwhitephotography #monochrome, Feb 10, 03:30 PM, nigelpstanley@mastodonapp.uk",https://files.mastodonapp.uk/media_attachments/files/111/906/714/425/127/060/original/0214a03d3ea9793e.jpg,
"Mother Bones, A fun (?) fact about the #marshmallow test.When later researchers repeated the study, it was found that what mediated children's ability to wait was not ""self-control"" but rather their trust in the facilitator.If they thought the facilitator was trustworthy, they waited. If not, they did not., Feb 10, 05:30 AM, _L1vY_@mstdn.social",,
"Andrea Junker :verified:, Trump stole documents on confidential informants in January 2021 and 9 months later CIA Counterintelligence sent a top secret cable warning an unusually high number of confidential informants had been killed, captured, or compromised. I feel like more people should mention that., Feb 10, 12:26 AM, Strandjunker@mstdn.social",,
"Alexf24, Florida Caverns State Park#landscapes #photography #Cave #Caverns #Florida, Feb 10, 02:49 PM, alexf24@mstdn.social",https://media.mstdn.social/media_attachments/files/111/906/558/082/061/639/original/8fbd4d3f8dde6ef3.jpg,
"Dolphin Emulator, The Nov and Dec 2023, Jan 2024 Dolphin Progress Report is up! This time, we have a Sonic Mania sound fix, stop Windows from ballooning its page file, custom aspect ratios, see a classic like never before, a fix for double input on Steam Deck, important work emails, and more!https://dolphin-emu.org/blog/2024/02/10/dolphin-progress-report-november-and-december-2023-january-2024/, Feb 10, 09:33 AM, dolphin@dolphin-emu.org",,https://dolphin-emu.org/blog/2024/02/10/dolphin-progress-report-november-and-december-2023-january-2024/
"Ólafur Waage, Game Dev., Feb 10, 03:26 PM, olafurw",https://files.mastodon.social/media_attachments/files/111/906/700/570/766/597/original/b0598673009777ff.webp,
"Rosie Walters, Cold War Steve#TuckerCarlson #Hitler #Putin #Trump, Feb 10, 12:30 PM, sirenoftitan@mstdn.social",https://media.mstdn.social/media_attachments/files/111/906/010/448/602/020/original/cd9e37d8e7d37194.jpg,
"Alex Afouxenidis, #Israel appears to be in breach of #ICJ orders on #Gaza senior UN official says https://www.theguardian.com/world/2024/feb/10/israel-appears-to-be-in-breach-of-icj-orders-on-gaza-senior-un-official-says, Feb 10, 02:15 PM, afouxenidis@mastodon.world",,https://www.theguardian.com/world/2024/feb/10/israel-appears-to-be-in-breach-of-icj-orders-on-gaza-senior-un-official-says
"Radical Communal Care, ""it’s [...] no surprise that societies built on supremacist foundations and eugenicist tales of the strong conquering the weak are unable to look honestly at physical, bodily deterioration.It’s no surprise that ableist societies are disabling themselves.A genocidal mindset is coming home to roost.The truth is our relative privilege as citizens of the imperial core could only ever last so long.Our comfort and safety has always been traded off against out-groups and the exploited, both historically and in the present.""https://www.donotpanic.news/p/mass-disabling-event-denial#CovidIsNotOver #CovidIsAirborne #WearAMask #MaskUp #LongCovid #NotRecovered #Pandemic #AntiAbleism, Feb 10, 01:24 PM, radicalcommunalcare@zeroes.ca",,https://www.donotpanic.news/p/mass-disabling-event-denial
"John Dal, We're looking after this little marvel for a week. He's blind (eyes removed) and has no teeth and his claws don't retract, and no he isn't called ""Lucky"", he's the magnificent Fury. #CatsOfMastodon #Caturday, Feb 10, 01:02 PM, JohnDal@mastodon.green",https://files.mastodon.green/media_attachments/files/111/906/137/515/528/892/original/01be935579655945.jpg,
"Richard Michael Blaber, https://www.theguardian.com/us-news/2024/feb/09/biden-memory-democrats-respond. Robert Hur served in the Trump Administration, & his view of Joe Biden's mental faculties is clearly politically motivated., Feb 10, 02:44 PM, rmblaber1956",,https://www.theguardian.com/us-news/2024/feb/09/biden-memory-democrats-respond
"Alex Nedelcu, #cats #CatsOfMastadon, Feb 10, 03:21 PM, alexelcu@social.alexn.org",https://social-cdn.alexn.org/media_attachments/files/111/906/685/612/182/652/original/cda2cc753165a8d5.jpg,
"Astronomy Picture of the Day, When Roses Aren't RedImage Credit & Copyright: Tommy Lease (Denver Astronomical Society)https://apod.nasa.gov/apod/ap240209.html #APOD, Feb 10, 06:28 AM, APoD@botsin.space",https://files.botsin.space/media_attachments/files/111/904/586/999/960/512/original/69be0d8d35ce8cc6.jpg,
"Rod Faulkner, The ICONIC Tina Turner demonstrating her raw talent and brilliance in an early performance of ""Proud Mary""https://youtu.be/nL1l0Fz5RlE?si=ulafgrQjLd-1p1-I#BlackHistory #BlackHistoryMonth #BlackHistoryMonth2024#BlackHistory365 #Music, Feb 10, 03:20 PM, eosfpodcast@universeodon.com",,
"Ericka Simone, Mood:, Feb 10, 02:09 PM, ErickaSimone",,
"Thomas Beagle, Ok, the views from Te Mata peak really are great. What fascinating geography!, Feb 10, 11:19 AM, thomasbeagle@mastodon.nz",https://mastodon.nz/system/media_attachments/files/111/905/730/548/005/726/original/464fa623429d9a2c.jpg,
"CandyK, President Biden., Feb 10, 11:52 AM, lovelylovely@masto.ai",https://s3.masto.ai/media_attachments/files/111/905/859/376/762/934/original/f22ab41a7dcca0db.png,
"Patioboater, Despite the 62°F day in Michigan, Mr. Sparkles doesn’t believe that winter is over.February 9, 2024. Wolverine Lake, Michigan.#sunset #sunsetphotography #photography #ice #lake #landscape #landscapephotography #art #mastoart, Feb 10, 10:12 AM, patioboater",https://files.mastodon.social/media_attachments/files/111/905/457/445/280/635/original/700ea1aafe42850b.png,
"apilsetas, Kaoru Yamada, Feb 10, 09:14 AM, apilsetas",https://files.mastodon.social/media_attachments/files/111/905/239/550/492/975/original/6fcb5be8f0db1580.png,
"James Thomson, Got the Vision Pro travel case., Feb 10, 04:01 AM, jamesthomson",https://files.mastodon.social/media_attachments/files/111/904/011/696/483/659/original/118d469c5db5c739.jpeg,
"Just another rakyat 🇲🇾, Western journalist may not know this, but #Threads became HUGE in Taiwan during the Taiwanese elections and it’s the perfect example of how Threads managed to capture entire markets that Twitter failed to attract.And today, my Threads timeline is full of Taiwanese threatening to switch to platforms where they can freely talk politics (they are currently looking at Taiwanese platforms like Miin and Plurk. I hope they take a look at the rest of the Fediverse as well).https://www.threads.net/@mosseri/post/C3IjUP4vPCK, Feb 10, 10:43 AM, rakyat@hachyderm.io",,
"Anders Gulden Olstad, Thanks a lot - assholes. The relatively new charger cable for my trusty late 2013 MacBook Pro is no more. Time to decommission and move on I guess. #Caturday #CatsOfMastodon #CatsOfFediverse #CatsAreAssholes #Macbook #Apple, Feb 10, 12:51 PM, andersgo@oslo.town",https://cdn.masto.host/oslotown/media_attachments/files/111/906/071/934/740/915/original/a3d735dd59bf5eaa.jpg,
"Merlin Mann, Man, Google really buried the lede this week. Forget Gemini. It’s all about ImageFX!""German expressionist painting of an older man embracing a capybara while eating a crossword puzzle and crying."", Feb 10, 11:22 AM, hotdogsladies","https://files.mastodon.social/media_attachments/files/111/905/743/292/128/602/original/9e4756e7836d64fc.jpeg,https://files.mastodon.social/media_attachments/files/111/905/743/603/107/655/original/3909c2a68ae613d9.jpeg,https://files.mastodon.social/media_attachments/files/111/905/743/952/321/164/original/cf1988d5c5219fe2.jpeg,https://files.mastodon.social/media_attachments/files/111/905/744/245/071/615/original/2b0278d51a8b93c3.jpeg",
"Mindracer, Sunset over the River Dee #Olympus35RC #BelieveInFilm  #FilmIsNotDead#FilmPhotography#GrainIsGood#ShootFilm#ShootFilmBeNice#StayBrokeShootFilm, Feb 10, 02:00 PM, Mindracer",https://files.mastodon.social/media_attachments/files/111/906/362/868/672/772/original/b5abd40d9aa4fe96.jpg,
"CarveHerName, #OnThisDay, 10 Feb 1917, plant pathologist Johanna Westerdijk becomes the first woman appointed as a professor in the Netherlands when she joins Utrecht University.#WomenInHistory #WomenInSTEM #Histodons, Feb 10, 02:00 PM, CarveHerName@mstdn.social",https://media.mstdn.social/media_attachments/files/111/906/363/880/605/017/original/708f9609fec65677.jpeg,
"Andrew Thompson, Protect Loch Tay, Glen Lyon and Kenmore. If you are in #Scotland this petition needs more support. https://www.change.org/p/protect-loch-tay?cs_tk=AuJO09hDpTZ4NzM7y2UAAXicyyvNyQEABF8BvLa-zSQiTva_ZGy8c5Y1bOU%3D&utm_campaign=84d40e673b6a41d2abbd5cb7fd518569&utm_content=initial_v0_2_0&utm_medium=email&utm_source=recruit_sign_digest&utm_term=cs, Feb 10, 03:09 PM, greenaspen@mastodon.scot",,https://www.change.org/p/protect-loch-tay?cs_tk=AuJO09hDpTZ4NzM7y2UAAXicyyvNyQEABF8BvLa-zSQiTva_ZGy8c5Y1bOU=&utm_campaign=84d40e673b6a41d2abbd5cb7fd518569&utm_content=initial_v0_2_0&utm_medium=email&utm_source=recruit_sign_digest&utm_term=cs
"Patrick Seemann, If #FlipperZero is outlawed, only car thieves will have a #FlipperZero. https://arstechnica.com/security/2024/02/canada-vows-to-ban-flipper-zero-device-in-crackdown-on-car-theft/, Feb 10, 11:43 AM, nohillside@smnn.ch",,https://arstechnica.com/security/2024/02/canada-vows-to-ban-flipper-zero-device-in-crackdown-on-car-theft/
"rstevens 🐳💨✅, maybe we should let david lynch be president for a year, just kinda see what happens, Feb 10, 05:09 AM, rstevens",,
"Tzip, Go visit your local #library. You don't even have to read-- you can hang out and work, play video games, print stuff, etc. #Libraries are amazing., Feb 10, 03:57 AM, Tzipporah@turtleisland.social",,
"Eddlestonian, #cunk, Feb 10, 02:25 PM, eddlestonian@noc.social",https://noc.social/system/media_attachments/files/111/906/463/496/203/399/original/ec06424f719cf811.png,
"Natasha Jay :mastodon: 🇪🇺, The server is down: the loving side of IT , Feb 10, 06:39 AM, Natasha_Jay@tech.lgbt",https://media.tech.lgbt/media_attachments/files/111/904/629/832/355/240/original/d596d5dee8720d3b.jpg,
"Jonathan Schofield, Toward the end of my Twitter addiction the tweets that caused me to think “wow, that is a mind-boggling stupid notion” came thicker and faster because they were being actively promoted. I almost never see such thoughts on Mastodon. But I just saw one. But, but… it’s not being promoted. Just like this one won’t be , Feb 10, 02:22 PM, urlyman",,
"Mastodon Users, 14,689,385 accounts +38 in the last hour+2,095 in the last day+21,347 in the last week, Feb 10, 03:00 PM, mastodonusercount",https://files.mastodon.social/media_attachments/files/111/906/601/381/318/022/original/a929fb462b99e4df.png,
"Kailee ♾️ 🇺🇦, The Dept of Homeland Security identified *white nationalists* as the most significant *domestic terrorist threat* within the US. Findings highlight the significance of white nationalists as a persistent and lethal threat within the US.1.Threat Assessment: White supremacy extremism accounted for more fatal attacks in the US than any other domestic violent extremist group.White supremacists caused the majority of related deaths, accounting for 40 of 48 fatalities.2. DHS concluded that white supremacists aka Republicans remain the most persistent & lethal threat within the homeland.3. The intelligence community emphasized that narratives related to election lies aka #TheBigLie, the violent breach of the Capitol & conspiracy theories promoting violence spur domestic violent extremists to engage in violence. Small groups of extremists, radicalized independently online, pose significant challenges. Racially motivated extremists & militia groups present the most lethal threat across the US.#maga #terrorist, Feb 10, 12:40 PM, skykiss@sfba.social","https://files.sfba.social/media_attachments/files/111/906/040/615/005/106/original/4dec5df6b9d3fc75.jpg,https://files.sfba.social/media_attachments/files/111/906/040/671/193/500/original/32562110b2567868.jpg,https://files.sfba.social/media_attachments/files/111/906/040/722/700/614/original/161fd6249663f2c4.jpg,https://files.sfba.social/media_attachments/files/111/906/040/810/884/814/original/04775fce6dc1eaa7.jpg",
"Mems Dead, On this day in 1780, Anketill Moutray became the minister of Errigal Keerogue, Co. Tyrone. Find out about other early ministers of this parish in the Journals: http://tinyurl.com/moutray1780Learn about the Journals at https://MemsDead.com#OTD #Genealogy #IrishGenealogy #MastoDaoine #Tyrone @norniron @genealogy@chirp.social @genealogy@a.gup.pe @histodons, Feb 10, 03:00 PM, MemsDead@genealysis.social",https://genealysis.social/system/media_attachments/files/111/886/621/932/368/675/original/419c5bc0c3384486.png,
"Nando161, #socialmedia #socialnetworks #twitter #tiktok #antitwitter #antitiktok #memes #meme #ausgov #politas, Feb 10, 12:39 PM, masterdon1312",https://files.mastodon.social/media_attachments/files/111/906/041/557/969/734/original/e3e392a647a463d2.jpg,
"Steve Carter, A photo from earlier this week. You can see some of the trees that either survived or regrew after the wildfire in April 2011.Images of the fire here >>> https://www.stevecarter.com/latest/fire.htm, Feb 10, 11:10 AM, GetCarter@mastodonapp.uk",https://files.mastodonapp.uk/media_attachments/files/111/905/694/748/046/823/original/ba65722f56e67a2f.jpg,
